[1] 6.900000e+03 9.952533e-01 8.006702e-01 2.991662e-01 5.147767e-02 5.471046e-03
[1] 7.000000e+03 9.957946e-01 8.094902e-01 3.080537e-01 5.370720e-02 5.750193e-03
[1] 7.100000e+03 9.962761e-01 8.179884e-01 3.169666e-01 5.598831e-02 6.038667e-03
[1] 7.200000e+03 9.967040e-01 8.261717e-01 3.258997e-01 5.832076e-02 6.336599e-03
[1] 7.300000e+03 9.970841e-01 8.340470e-01 3.348476e-01 6.070431e-02 6.644119e-03
[1] 7.400000e+03 9.974215e-01 8.416217e-01 3.438054e-01 6.313870e-02 6.961354e-03
[1] 7.500000e+03 9.977209e-01 8.489032e-01 3.527681e-01 6.562363e-02 7.288430e-03
[1] 7.600000e+03 9.979865e-01 8.558990e-01 3.617308e-01 6.815877e-02 7.625469e-03
[1] 7.700000e+03 9.982218e-01 8.626169e-01 3.706887e-01 7.074377e-02 7.972593e-03
[1] 7.800000e+03 9.984303e-01 8.690644e-01 3.796374e-01 7.337828e-02 8.329919e-03
[1] 7.900000e+03 9.986149e-01 8.752496e-01 3.885723e-01 7.606189e-02 8.697563e-03
[1] 8.000000e+03 9.987783e-01 8.811800e-01 3.974892e-01 7.879419e-02 9.075640e-03
[1] 8.100000e+03 9.989229e-01 8.868635e-01 4.063838e-01 8.157474e-02 9.464261e-03
[1] 8.200000e+03 9.990507e-01 8.923079e-01 4.152520e-01 8.440308e-02 9.863535e-03
[1] 8.300000e+03 9.991636e-01 8.975209e-01 4.240901e-01 8.727874e-02 1.027357e-02
[1] 8.400000e+03 9.992634e-01 9.025101e-01 4.328941e-01 9.020121e-02 1.069447e-02
